Person,Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
Trevor,2024-01-29,Trevor Workout,1h,Squat (Barbell),1,109.98,9,0,0,Lorem ipsum dolor sit amet,,7.7
Trevor,2024-01-30,Trevor Workout,1h,Squat (Barbell),1,110.76,8,0,0,Lorem ipsum dolor sit amet,,7.2
Trevor,2024-01-31,Trevor Workout,1h,Squat (Barbell),1,111.39,6,0,0,Lorem ipsum dolor sit amet,,9.6
Trevor,2024-02-01,Trevor Workout,1h,Squat (Barbell),1,112.0,10,0,0,Lorem ipsum dolor sit amet,,7.6
Trevor,2024-02-02,Trevor Workout,1h,Squat (Barbell),1,112.41,5,0,0,Lorem ipsum dolor sit amet,,6.8
Trevor,2024-02-03,Trevor Workout,1h,Squat (Barbell),1,112.99,7,0,0,Lorem ipsum dolor sit amet,,8.7
Trevor,2024-02-04,Trevor Workout,1h,Squat (Barbell),1,113.57,9,0,0,Lorem ipsum dolor sit amet,,9.7
Trevor,2024-02-05,Trevor Workout,1h,Squat (Barbell),1,114.02,10,0,0,Lorem ipsum dolor sit amet,,6.3
Trevor,2024-02-06,Trevor Workout,1h,Squat (Barbell),1,114.74,7,0,0,Lorem ipsum dolor sit amet,,6.5
Trevor,2024-02-07,Trevor Workout,1h,Squat (Barbell),1,115.13,5,0,0,Lorem ipsum dolor sit amet,,8.0
Trevor,2024-02-08,Trevor Workout,1h,Squat (Barbell),1,115.83,8,0,0,Lorem ipsum dolor sit amet,,8.1
Trevor,2024-02-09,Trevor Workout,1h,Squat (Barbell),1,116.53,7,0,0,Lorem ipsum dolor sit amet,,6.2
Trevor,2024-02-10,Trevor Workout,1h,Squat (Barbell),1,117.34,6,0,0,Lorem ipsum dolor sit amet,,9.7
Trevor,2024-02-11,Trevor Workout,1h,Squat (Barbell),1,118.27,5,0,0,Lorem ipsum dolor sit amet,,7.6
Trevor,2024-02-12,Trevor Workout,1h,Squat (Barbell),1,118.72,6,0,0,Lorem ipsum dolor sit amet,,9.0
Trevor,2024-02-13,Trevor Workout,1h,Squat (Barbell),1,119.42,8,0,0,Lorem ipsum dolor sit amet,,7.2
Trevor,2024-02-14,Trevor Workout,1h,Squat (Barbell),1,120.34,10,0,0,Lorem ipsum dolor sit amet,,8.7
Trevor,2024-02-15,Trevor Workout,1h,Squat (Barbell),1,121.16,8,0,0,Lorem ipsum dolor sit amet,,6.5
Trevor,2024-02-16,Trevor Workout,1h,Squat (Barbell),1,122.07,10,0,0,Lorem ipsum dolor sit amet,,9.5
Trevor,2024-02-17,Trevor Workout,1h,Squat (Barbell),1,122.29,7,0,0,Lorem ipsum dolor sit amet,,6.6
Trevor,2024-02-18,Trevor Workout,1h,Squat (Barbell),1,123.19,9,0,0,Lorem ipsum dolor sit amet,,9.9
Trevor,2024-02-19,Trevor Workout,1h,Squat (Barbell),1,124.26,5,0,0,Lorem ipsum dolor sit amet,,8.8
Trevor,2024-02-20,Trevor Workout,1h,Squat (Barbell),1,125.15,7,0,0,Lorem ipsum dolor sit amet,,8.4
Trevor,2024-02-21,Trevor Workout,1h,Squat (Barbell),1,125.81,10,0,0,Lorem ipsum dolor sit amet,,8.4
Trevor,2024-02-22,Trevor Workout,1h,Squat (Barbell),1,126.57,7,0,0,Lorem ipsum dolor sit amet,,6.1
Trevor,2024-02-23,Trevor Workout,1h,Squat (Barbell),1,127.58,10,0,0,Lorem ipsum dolor sit amet,,7.7
Trevor,2024-02-24,Trevor Workout,1h,Squat (Barbell),1,128.42,10,0,0,Lorem ipsum dolor sit amet,,8.8
Trevor,2024-02-25,Trevor Workout,1h,Squat (Barbell),1,129.19,5,0,0,Lorem ipsum dolor sit amet,,6.5
Trevor,2024-02-26,Trevor Workout,1h,Squat (Barbell),1,129.73,7,0,0,Lorem ipsum dolor sit amet,,7.1
Trevor,2024-02-27,Trevor Workout,1h,Squat (Barbell),1,130.51,7,0,0,Lorem ipsum dolor sit amet,,8.3
Trevor,2024-02-28,Trevor Workout,1h,Squat (Barbell),1,131.33,7,0,0,Lorem ipsum dolor sit amet,,6.5
Trevor,2024-02-29,Trevor Workout,1h,Squat (Barbell),1,132.17,5,0,0,Lorem ipsum dolor sit amet,,7.9
Trevor,2024-03-01,Trevor Workout,1h,Squat (Barbell),1,133.04,5,0,0,Lorem ipsum dolor sit amet,,8.3
Trevor,2024-03-02,Trevor Workout,1h,Squat (Barbell),1,133.94,7,0,0,Lorem ipsum dolor sit amet,,8.7
Trevor,2024-03-03,Trevor Workout,1h,Squat (Barbell),1,134.7,10,0,0,Lorem ipsum dolor sit amet,,9.5
Trevor,2024-03-04,Trevor Workout,1h,Squat (Barbell),1,135.44,5,0,0,Lorem ipsum dolor sit amet,,8.7
Trevor,2024-03-05,Trevor Workout,1h,Squat (Barbell),1,136.12,7,0,0,Lorem ipsum dolor sit amet,,6.3
Trevor,2024-03-06,Trevor Workout,1h,Squat (Barbell),1,137.08,10,0,0,Lorem ipsum dolor sit amet,,7.6
Trevor,2024-03-07,Trevor Workout,1h,Squat (Barbell),1,138.02,8,0,0,Lorem ipsum dolor sit amet,,8.2
Trevor,2024-03-08,Trevor Workout,1h,Squat (Barbell),1,139.2,8,0,0,Lorem ipsum dolor sit amet,,9.2
Trevor,2024-03-09,Trevor Workout,1h,Squat (Barbell),1,139.95,8,0,0,Lorem ipsum dolor sit amet,,9.4
Trevor,2024-03-10,Trevor Workout,1h,Squat (Barbell),1,140.94,10,0,0,Lorem ipsum dolor sit amet,,8.4
Trevor,2024-03-11,Trevor Workout,1h,Squat (Barbell),1,142.01,9,0,0,Lorem ipsum dolor sit amet,,7.3
Trevor,2024-03-12,Trevor Workout,1h,Squat (Barbell),1,142.84,9,0,0,Lorem ipsum dolor sit amet,,6.1
Trevor,2024-03-13,Trevor Workout,1h,Squat (Barbell),1,143.54,5,0,0,Lorem ipsum dolor sit amet,,8.4
Trevor,2024-03-14,Trevor Workout,1h,Squat (Barbell),1,144.63,5,0,0,Lorem ipsum dolor sit amet,,7.1
Trevor,2024-03-15,Trevor Workout,1h,Squat (Barbell),1,145.39,7,0,0,Lorem ipsum dolor sit amet,,6.4
Trevor,2024-03-16,Trevor Workout,1h,Squat (Barbell),1,146.08,9,0,0,Lorem ipsum dolor sit amet,,9.1
Trevor,2024-03-17,Trevor Workout,1h,Squat (Barbell),1,146.75,9,0,0,Lorem ipsum dolor sit amet,,9.6
Trevor,2024-03-18,Trevor Workout,1h,Squat (Barbell),1,147.52,5,0,0,Lorem ipsum dolor sit amet,,7.1
Trevor,2024-03-19,Trevor Workout,1h,Squat (Barbell),1,148.64,5,0,0,Lorem ipsum dolor sit amet,,8.1
Trevor,2024-03-20,Trevor Workout,1h,Squat (Barbell),1,149.31,8,0,0,Lorem ipsum dolor sit amet,,7.6
Trevor,2024-03-21,Trevor Workout,1h,Squat (Barbell),1,150.22,7,0,0,Lorem ipsum dolor sit amet,,7.1
Trevor,2024-03-22,Trevor Workout,1h,Squat (Barbell),1,150.98,8,0,0,Lorem ipsum dolor sit amet,,9.7
Trevor,2024-03-23,Trevor Workout,1h,Squat (Barbell),1,151.8,10,0,0,Lorem ipsum dolor sit amet,,9.0
Trevor,2024-03-24,Trevor Workout,1h,Squat (Barbell),1,152.54,5,0,0,Lorem ipsum dolor sit amet,,6.1
Trevor,2024-03-25,Trevor Workout,1h,Squat (Barbell),1,153.32,5,0,0,Lorem ipsum dolor sit amet,,6.9
Trevor,2024-03-26,Trevor Workout,1h,Squat (Barbell),1,154.21,5,0,0,Lorem ipsum dolor sit amet,,7.7
Trevor,2024-03-27,Trevor Workout,1h,Squat (Barbell),1,155.07,9,0,0,Lorem ipsum dolor sit amet,,6.2
Trevor,2024-03-28,Trevor Workout,1h,Squat (Barbell),1,155.65,5,0,0,Lorem ipsum dolor sit amet,,7.5
Trevor,2024-03-29,Trevor Workout,1h,Squat (Barbell),1,156.93,6,0,0,Lorem ipsum dolor sit amet,,9.6
Trevor,2024-03-30,Trevor Workout,1h,Squat (Barbell),1,157.87,6,0,0,Lorem ipsum dolor sit amet,,9.9
Chris,2024-01-01,Chris Workout,1h,Bench Press (Barbell),1,59.29,9,0,0,Lorem ipsum dolor sit amet,,8.9
Chris,2024-01-02,Chris Workout,1h,Bench Press (Barbell),1,59.92,7,0,0,Lorem ipsum dolor sit amet,,7.2
Chris,2024-01-03,Chris Workout,1h,Bench Press (Barbell),1,60.31,6,0,0,Lorem ipsum dolor sit amet,,9.6
Chris,2024-01-04,Chris Workout,1h,Bench Press (Barbell),1,60.89,8,0,0,Lorem ipsum dolor sit amet,,9.0
Chris,2024-01-05,Chris Workout,1h,Bench Press (Barbell),1,61.26,7,0,0,Lorem ipsum dolor sit amet,,8.0
Chris,2024-01-06,Chris Workout,1h,Bench Press (Barbell),1,61.83,7,0,0,Lorem ipsum dolor sit amet,,7.5
Chris,2024-01-07,Chris Workout,1h,Bench Press (Barbell),1,62.16,6,0,0,Lorem ipsum dolor sit amet,,7.8
Chris,2024-01-08,Chris Workout,1h,Bench Press (Barbell),1,62.68,9,0,0,Lorem ipsum dolor sit amet,,6.0
Chris,2024-01-09,Chris Workout,1h,Bench Press (Barbell),1,63.17,10,0,0,Lorem ipsum dolor sit amet,,8.9
Chris,2024-01-10,Chris Workout,1h,Bench Press (Barbell),1,63.73,10,0,0,Lorem ipsum dolor sit amet,,9.7
Chris,2024-01-11,Chris Workout,1h,Bench Press (Barbell),1,64.19,9,0,0,Lorem ipsum dolor sit amet,,8.3
Chris,2024-01-12,Chris Workout,1h,Bench Press (Barbell),1,64.89,9,0,0,Lorem ipsum dolor sit amet,,7.4
Chris,2024-01-13,Chris Workout,1h,Bench Press (Barbell),1,65.23,9,0,0,Lorem ipsum dolor sit amet,,6.5
Chris,2024-01-14,Chris Workout,1h,Bench Press (Barbell),1,65.99,6,0,0,Lorem ipsum dolor sit amet,,7.7
Chris,2024-01-15,Chris Workout,1h,Bench Press (Barbell),1,66.38,8,0,0,Lorem ipsum dolor sit amet,,9.0
Chris,2024-01-16,Chris Workout,1h,Bench Press (Barbell),1,66.94,7,0,0,Lorem ipsum dolor sit amet,,8.0
Chris,2024-01-17,Chris Workout,1h,Bench Press (Barbell),1,67.58,7,0,0,Lorem ipsum dolor sit amet,,8.0
Chris,2024-01-18,Chris Workout,1h,Bench Press (Barbell),1,68.11,8,0,0,Lorem ipsum dolor sit amet,,8.3
Chris,2024-01-19,Chris Workout,1h,Bench Press (Barbell),1,68.76,5,0,0,Lorem ipsum dolor sit amet,,7.5
Chris,2024-01-20,Chris Workout,1h,Bench Press (Barbell),1,69.29,6,0,0,Lorem ipsum dolor sit amet,,7.9
Chris,2024-01-21,Chris Workout,1h,Bench Press (Barbell),1,69.76,7,0,0,Lorem ipsum dolor sit amet,,7.2
Chris,2024-01-22,Chris Workout,1h,Bench Press (Barbell),1,70.31,9,0,0,Lorem ipsum dolor sit amet,,8.2
Chris,2024-01-23,Chris Workout,1h,Bench Press (Barbell),1,70.68,8,0,0,Lorem ipsum dolor sit amet,,6.5
Chris,2024-01-24,Chris Workout,1h,Bench Press (Barbell),1,71.19,5,0,0,Lorem ipsum dolor sit amet,,9.7
Chris,2024-01-25,Chris Workout,1h,Bench Press (Barbell),1,71.83,7,0,0,Lorem ipsum dolor sit amet,,7.9
Chris,2024-01-26,Chris Workout,1h,Bench Press (Barbell),1,72.4,6,0,0,Lorem ipsum dolor sit amet,,8.9
Chris,2024-01-27,Chris Workout,1h,Bench Press (Barbell),1,73.02,8,0,0,Lorem ipsum dolor sit amet,,9.9
Chris,2024-01-28,Chris Workout,1h,Bench Press (Barbell),1,73.71,10,0,0,Lorem ipsum dolor sit amet,,9.2
Chris,2024-01-29,Chris Workout,1h,Bench Press (Barbell),1,74.19,7,0,0,Lorem ipsum dolor sit amet,,9.7
Chris,2024-01-30,Chris Workout,1h,Bench Press (Barbell),1,74.94,9,0,0,Lorem ipsum dolor sit amet,,7.1
Chris,2024-01-31,Chris Workout,1h,Bench Press (Barbell),1,75.42,8,0,0,Lorem ipsum dolor sit amet,,8.1
Chris,2024-02-01,Chris Workout,1h,Bench Press (Barbell),1,76.27,7,0,0,Lorem ipsum dolor sit amet,,7.0
Chris,2024-02-02,Chris Workout,1h,Bench Press (Barbell),1,76.94,8,0,0,Lorem ipsum dolor sit amet,,6.9
Chris,2024-02-03,Chris Workout,1h,Bench Press (Barbell),1,77.86,5,0,0,Lorem ipsum dolor sit amet,,6.4
Chris,2024-02-04,Chris Workout,1h,Bench Press (Barbell),1,78.66,6,0,0,Lorem ipsum dolor sit amet,,8.2
Chris,2024-02-05,Chris Workout,1h,Bench Press (Barbell),1,79.26,10,0,0,Lorem ipsum dolor sit amet,,6.1
Chris,2024-02-06,Chris Workout,1h,Bench Press (Barbell),1,80.01,6,0,0,Lorem ipsum dolor sit amet,,7.6
Chris,2024-02-07,Chris Workout,1h,Bench Press (Barbell),1,80.58,5,0,0,Lorem ipsum dolor sit amet,,9.2
Chris,2024-02-08,Chris Workout,1h,Bench Press (Barbell),1,81.18,9,0,0,Lorem ipsum dolor sit amet,,6.4
Chris,2024-02-09,Chris Workout,1h,Bench Press (Barbell),1,81.97,8,0,0,Lorem ipsum dolor sit amet,,9.5
Chris,2024-02-10,Chris Workout,1h,Bench Press (Barbell),1,82.35,6,0,0,Lorem ipsum dolor sit amet,,6.1
Chris,2024-02-11,Chris Workout,1h,Bench Press (Barbell),1,82.87,8,0,0,Lorem ipsum dolor sit amet,,9.7
Chris,2024-02-12,Chris Workout,1h,Bench Press (Barbell),1,83.58,9,0,0,Lorem ipsum dolor sit amet,,8.2
Chris,2024-02-13,Chris Workout,1h,Bench Press (Barbell),1,84.4,8,0,0,Lorem ipsum dolor sit amet,,8.1
Chris,2024-02-14,Chris Workout,1h,Bench Press (Barbell),1,85.09,6,0,0,Lorem ipsum dolor sit amet,,9.0
Chris,2024-02-15,Chris Workout,1h,Bench Press (Barbell),1,85.87,7,0,0,Lorem ipsum dolor sit amet,,9.5
Chris,2024-02-16,Chris Workout,1h,Bench Press (Barbell),1,86.37,9,0,0,Lorem ipsum dolor sit amet,,6.3
Chris,2024-02-17,Chris Workout,1h,Bench Press (Barbell),1,87.07,6,0,0,Lorem ipsum dolor sit amet,,9.1
Chris,2024-02-18,Chris Workout,1h,Bench Press (Barbell),1,87.67,8,0,0,Lorem ipsum dolor sit amet,,6.2
Chris,2024-02-19,Chris Workout,1h,Bench Press (Barbell),1,88.65,10,0,0,Lorem ipsum dolor sit amet,,7.5
Chris,2024-02-20,Chris Workout,1h,Bench Press (Barbell),1,89.59,7,0,0,Lorem ipsum dolor sit amet,,6.6
Chris,2024-02-21,Chris Workout,1h,Bench Press (Barbell),1,90.09,8,0,0,Lorem ipsum dolor sit amet,,8.0
Chris,2024-02-22,Chris Workout,1h,Bench Press (Barbell),1,90.77,8,0,0,Lorem ipsum dolor sit amet,,6.4
Chris,2024-02-23,Chris Workout,1h,Bench Press (Barbell),1,91.54,9,0,0,Lorem ipsum dolor sit amet,,7.3
Chris,2024-02-24,Chris Workout,1h,Bench Press (Barbell),1,92.31,5,0,0,Lorem ipsum dolor sit amet,,6.9
Chris,2024-02-25,Chris Workout,1h,Bench Press (Barbell),1,92.97,9,0,0,Lorem ipsum dolor sit amet,,8.0
Chris,2024-02-26,Chris Workout,1h,Bench Press (Barbell),1,93.54,5,0,0,Lorem ipsum dolor sit amet,,9.2
Chris,2024-02-27,Chris Workout,1h,Bench Press (Barbell),1,94.33,9,0,0,Lorem ipsum dolor sit amet,,7.9
Chris,2024-02-28,Chris Workout,1h,Bench Press (Barbell),1,94.95,9,0,0,Lorem ipsum dolor sit amet,,6.7
Chris,2024-02-29,Chris Workout,1h,Bench Press (Barbell),1,95.64,10,0,0,Lorem ipsum dolor sit amet,,9.7
Chris,2024-03-01,Chris Workout,1h,Bench Press (Barbell),1,96.38,6,0,0,Lorem ipsum dolor sit amet,,9.2
Chris,2024-03-02,Chris Workout,1h,Bench Press (Barbell),1,97.35,7,0,0,Lorem ipsum dolor sit amet,,8.7
Chris,2024-03-03,Chris Workout,1h,Bench Press (Barbell),1,98.1,8,0,0,Lorem ipsum dolor sit amet,,9.3
Chris,2024-03-04,Chris Workout,1h,Bench Press (Barbell),1,98.98,8,0,0,Lorem ipsum dolor sit amet,,7.7
Chris,2024-03-05,Chris Workout,1h,Bench Press (Barbell),1,99.77,5,0,0,Lorem ipsum dolor sit amet,,7.2
Chris,2024-03-06,Chris Workout,1h,Bench Press (Barbell),1,100.79,8,0,0,Lorem ipsum dolor sit amet,,8.3
Chris,2024-03-07,Chris Workout,1h,Bench Press (Barbell),1,101.28,10,0,0,Lorem ipsum dolor sit amet,,6.5
Chris,2024-03-08,Chris Workout,1h,Bench Press (Barbell),1,102.03,8,0,0,Lorem ipsum dolor sit amet,,9.5
Chris,2024-03-09,Chris Workout,1h,Bench Press (Barbell),1,102.94,7,0,0,Lorem ipsum dolor sit amet,,6.5
Chris,2024-03-10,Chris Workout,1h,Bench Press (Barbell),1,103.6,6,0,0,Lorem ipsum dolor sit amet,,6.5
Chris,2024-03-11,Chris Workout,1h,Bench Press (Barbell),1,104.37,8,0,0,Lorem ipsum dolor sit amet,,7.9
Chris,2024-03-12,Chris Workout,1h,Bench Press (Barbell),1,104.89,6,0,0,Lorem ipsum dolor sit amet,,9.7
Chris,2024-03-13,Chris Workout,1h,Bench Press (Barbell),1,105.62,5,0,0,Lorem ipsum dolor sit amet,,6.3
Chris,2024-03-14,Chris Workout,1h,Bench Press (Barbell),1,106.54,5,0,0,Lorem ipsum dolor sit amet,,6.9
Chris,2024-03-15,Chris Workout,1h,Bench Press (Barbell),1,107.32,5,0,0,Lorem ipsum dolor sit amet,,10.0
Chris,2024-03-16,Chris Workout,1h,Bench Press (Barbell),1,108.27,7,0,0,Lorem ipsum dolor sit amet,,8.1
Chris,2024-03-17,Chris Workout,1h,Bench Press (Barbell),1,108.79,5,0,0,Lorem ipsum dolor sit amet,,6.3
Chris,2024-03-18,Chris Workout,1h,Bench Press (Barbell),1,109.48,8,0,0,Lorem ipsum dolor sit amet,,9.1
Chris,2024-03-19,Chris Workout,1h,Bench Press (Barbell),1,110.55,8,0,0,Lorem ipsum dolor sit amet,,8.5
Chris,2024-03-20,Chris Workout,1h,Bench Press (Barbell),1,111.25,10,0,0,Lorem ipsum dolor sit amet,,7.4
Chris,2024-03-21,Chris Workout,1h,Bench Press (Barbell),1,112.19,5,0,0,Lorem ipsum dolor sit amet,,6.2
Chris,2024-03-22,Chris Workout,1h,Bench Press (Barbell),1,113.27,10,0,0,Lorem ipsum dolor sit amet,,8.9
Chris,2024-03-23,Chris Workout,1h,Bench Press (Barbell),1,114.32,5,0,0,Lorem ipsum dolor sit amet,,6.2
Chris,2024-03-24,Chris Workout,1h,Bench Press (Barbell),1,114.99,6,0,0,Lorem ipsum dolor sit amet,,6.3
Chris,2024-03-25,Chris Workout,1h,Bench Press (Barbell),1,116.1,7,0,0,Lorem ipsum dolor sit amet,,7.0
Chris,2024-03-26,Chris Workout,1h,Bench Press (Barbell),1,116.98,9,0,0,Lorem ipsum dolor sit amet,,7.0
Chris,2024-03-27,Chris Workout,1h,Bench Press (Barbell),1,117.79,9,0,0,Lorem ipsum dolor sit amet,,8.4
Chris,2024-03-28,Chris Workout,1h,Bench Press (Barbell),1,118.84,9,0,0,Lorem ipsum dolor sit amet,,8.0
Chris,2024-03-29,Chris Workout,1h,Bench Press (Barbell),1,119.72,6,0,0,Lorem ipsum dolor sit amet,,6.2
Chris,2024-03-30,Chris Workout,1h,Bench Press (Barbell),1,120.91,8,0,0,Lorem ipsum dolor sit amet,,6.9
Chris,2024-01-01,Chris Workout,1h,Deadlift (Barbell),1,93.21,7,0,0,Lorem ipsum dolor sit amet,,7.5
Chris,2024-01-02,Chris Workout,1h,Deadlift (Barbell),1,93.44,5,0,0,Lorem ipsum dolor sit amet,,6.6
Chris,2024-01-03,Chris Workout,1h,Deadlift (Barbell),1,93.77,7,0,0,Lorem ipsum dolor sit amet,,8.1
Chris,2024-01-04,Chris Workout,1h,Deadlift (Barbell),1,94.0,7,0,0,Lorem ipsum dolor sit amet,,7.2
Chris,2024-01-05,Chris Workout,1h,Deadlift (Barbell),1,94.23,10,0,0,Lorem ipsum dolor sit amet,,8.3
Chris,2024-01-06,Chris Workout,1h,Deadlift (Barbell),1,94.43,8,0,0,Lorem ipsum dolor sit amet,,6.9
Chris,2024-01-07,Chris Workout,1h,Deadlift (Barbell),1,94.72,6,0,0,Lorem ipsum dolor sit amet,,6.0
Chris,2024-01-08,Chris Workout,1h,Deadlift (Barbell),1,95.03,9,0,0,Lorem ipsum dolor sit amet,,9.9
Chris,2024-01-09,Chris Workout,1h,Deadlift (Barbell),1,95.19,9,0,0,Lorem ipsum dolor sit amet,,8.1
Chris,2024-01-10,Chris Workout,1h,Deadlift (Barbell),1,95.3,10,0,0,Lorem ipsum dolor sit amet,,6.7
Chris,2024-01-11,Chris Workout,1h,Deadlift (Barbell),1,95.64,5,0,0,Lorem ipsum dolor sit amet,,9.2
Chris,2024-01-12,Chris Workout,1h,Deadlift (Barbell),1,96.0,8,0,0,Lorem ipsum dolor sit amet,,6.1
Chris,2024-01-13,Chris Workout,1h,Deadlift (Barbell),1,96.21,5,0,0,Lorem ipsum dolor sit amet,,9.5
Chris,2024-01-14,Chris Workout,1h,Deadlift (Barbell),1,96.55,7,0,0,Lorem ipsum dolor sit amet,,7.6
Chris,2024-01-15,Chris Workout,1h,Deadlift (Barbell),1,96.85,7,0,0,Lorem ipsum dolor sit amet,,8.5
Chris,2024-01-16,Chris Workout,1h,Deadlift (Barbell),1,97.17,5,0,0,Lorem ipsum dolor sit amet,,6.3
Chris,2024-01-17,Chris Workout,1h,Deadlift (Barbell),1,97.46,10,0,0,Lorem ipsum dolor sit amet,,8.7
Chris,2024-01-18,Chris Workout,1h,Deadlift (Barbell),1,98.01,7,0,0,Lorem ipsum dolor sit amet,,6.7
Chris,2024-01-19,Chris Workout,1h,Deadlift (Barbell),1,98.33,5,0,0,Lorem ipsum dolor sit amet,,6.4
Chris,2024-01-20,Chris Workout,1h,Deadlift (Barbell),1,98.54,10,0,0,Lorem ipsum dolor sit amet,,6.0
Chris,2024-01-21,Chris Workout,1h,Deadlift (Barbell),1,98.95,6,0,0,Lorem ipsum dolor sit amet,,7.4
Chris,2024-01-22,Chris Workout,1h,Deadlift (Barbell),1,99.34,5,0,0,Lorem ipsum dolor sit amet,,10.0
Chris,2024-01-23,Chris Workout,1h,Deadlift (Barbell),1,99.59,5,0,0,Lorem ipsum dolor sit amet,,9.1
Chris,2024-01-24,Chris Workout,1h,Deadlift (Barbell),1,100.04,10,0,0,Lorem ipsum dolor sit amet,,6.1
Chris,2024-01-25,Chris Workout,1h,Deadlift (Barbell),1,100.47,6,0,0,Lorem ipsum dolor sit amet,,6.7
Chris,2024-01-26,Chris Workout,1h,Deadlift (Barbell),1,100.78,10,0,0,Lorem ipsum dolor sit amet,,9.0
Chris,2024-01-27,Chris Workout,1h,Deadlift (Barbell),1,100.98,10,0,0,Lorem ipsum dolor sit amet,,6.7
Chris,2024-01-28,Chris Workout,1h,Deadlift (Barbell),1,101.46,10,0,0,Lorem ipsum dolor sit amet,,9.7
Chris,2024-01-29,Chris Workout,1h,Deadlift (Barbell),1,101.69,6,0,0,Lorem ipsum dolor sit amet,,9.3
Chris,2024-01-30,Chris Workout,1h,Deadlift (Barbell),1,102.24,8,0,0,Lorem ipsum dolor sit amet,,9.7
Chris,2024-01-31,Chris Workout,1h,Deadlift (Barbell),1,102.61,6,0,0,Lorem ipsum dolor sit amet,,6.7
Chris,2024-02-01,Chris Workout,1h,Deadlift (Barbell),1,103.12,10,0,0,Lorem ipsum dolor sit amet,,7.8
Chris,2024-02-02,Chris Workout,1h,Deadlift (Barbell),1,103.37,5,0,0,Lorem ipsum dolor sit amet,,6.6
Chris,2024-02-03,Chris Workout,1h,Deadlift (Barbell),1,103.77,8,0,0,Lorem ipsum dolor sit amet,,6.8
Chris,2024-02-04,Chris Workout,1h,Deadlift (Barbell),1,104.13,10,0,0,Lorem ipsum dolor sit amet,,7.1
Chris,2024-02-05,Chris Workout,1h,Deadlift (Barbell),1,104.72,6,0,0,Lorem ipsum dolor sit amet,,8.6
Chris,2024-02-06,Chris Workout,1h,Deadlift (Barbell),1,105.2,6,0,0,Lorem ipsum dolor sit amet,,10.0
Chris,2024-02-07,Chris Workout,1h,Deadlift (Barbell),1,105.46,5,0,0,Lorem ipsum dolor sit amet,,9.4
Chris,2024-02-08,Chris Workout,1h,Deadlift (Barbell),1,105.89,6,0,0,Lorem ipsum dolor sit amet,,8.8
Chris,2024-02-09,Chris Workout,1h,Deadlift (Barbell),1,106.25,10,0,0,Lorem ipsum dolor sit amet,,9.1
Chris,2024-02-10,Chris Workout,1h,Deadlift (Barbell),1,106.55,7,0,0,Lorem ipsum dolor sit amet,,8.3
Chris,2024-02-11,Chris Workout,1h,Deadlift (Barbell),1,107.17,5,0,0,Lorem ipsum dolor sit amet,,6.5
Chris,2024-02-12,Chris Workout,1h,Deadlift (Barbell),1,107.8,10,0,0,Lorem ipsum dolor sit amet,,6.7
Chris,2024-02-13,Chris Workout,1h,Deadlift (Barbell),1,108.37,5,0,0,Lorem ipsum dolor sit amet,,7.8
Chris,2024-02-14,Chris Workout,1h,Deadlift (Barbell),1,108.66,9,0,0,Lorem ipsum dolor sit amet,,6.4
Chris,2024-02-15,Chris Workout,1h,Deadlift (Barbell),1,108.96,8,0,0,Lorem ipsum dolor sit amet,,7.9
Chris,2024-02-16,Chris Workout,1h,Deadlift (Barbell),1,109.36,6,0,0,Lorem ipsum dolor sit amet,,9.9
Chris,2024-02-17,Chris Workout,1h,Deadlift (Barbell),1,109.89,10,0,0,Lorem ipsum dolor sit amet,,6.7
Chris,2024-02-18,Chris Workout,1h,Deadlift (Barbell),1,110.43,9,0,0,Lorem ipsum dolor sit amet,,8.0
Chris,2024-02-19,Chris Workout,1h,Deadlift (Barbell),1,110.65,6,0,0,Lorem ipsum dolor sit amet,,6.6
Chris,2024-02-20,Chris Workout,1h,Deadlift (Barbell),1,111.15,9,0,0,Lorem ipsum dolor sit amet,,6.7
Chris,2024-02-21,Chris Workout,1h,Deadlift (Barbell),1,111.38,6,0,0,Lorem ipsum dolor sit amet,,8.5
Chris,2024-02-22,Chris Workout,1h,Deadlift (Barbell),1,111.78,9,0,0,Lorem ipsum dolor sit amet,,8.1
Chris,2024-02-23,Chris Workout,1h,Deadlift (Barbell),1,112.27,10,0,0,Lorem ipsum dolor sit amet,,8.8
Chris,2024-02-24,Chris Workout,1h,Deadlift (Barbell),1,112.67,7,0,0,Lorem ipsum dolor sit amet,,6.3
Chris,2024-02-25,Chris Workout,1h,Deadlift (Barbell),1,112.93,10,0,0,Lorem ipsum dolor sit amet,,8.9
Chris,2024-02-26,Chris Workout,1h,Deadlift (Barbell),1,113.29,5,0,0,Lorem ipsum dolor sit amet,,6.9
Chris,2024-02-27,Chris Workout,1h,Deadlift (Barbell),1,113.54,8,0,0,Lorem ipsum dolor sit amet,,6.3
Chris,2024-02-28,Chris Workout,1h,Deadlift (Barbell),1,113.6,8,0,0,Lorem ipsum dolor sit amet,,9.1
Chris,2024-02-29,Chris Workout,1h,Deadlift (Barbell),1,113.87,6,0,0,Lorem ipsum dolor sit amet,,9.0
Chris,2024-03-01,Chris Workout,1h,Deadlift (Barbell),1,114.16,7,0,0,Lorem ipsum dolor sit amet,,8.5
Chris,2024-03-02,Chris Workout,1h,Deadlift (Barbell),1,114.5,9,0,0,Lorem ipsum dolor sit amet,,7.3
